virusIsolate	virusStrain	virusYear	serumIsolate	serumStrain	serumYear	titer	source
B/Tokyo/942/1996	B/Tokyo/942/1996	1996	B/Yamagata/16/1988	B/Yamagata/16/1988	1988	80	Nerome1998
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Yamagata/16/1988	B/Yamagata/16/1988	1988	<40	Hay2001
B/Yamagata/16/1988	B/Yamagata/16/1988	1988	B/HongKong/22/1989	B/HongKong/22/1989	1989	80	Nakajima1992
B/Yamagata/16/1988	B/Yamagata/16/1988	1988	B/HongKong/22/1989	B/HongKong/22/1989	1989	80	Nerome1998
B/HongKong/22/1989	B/HongKong/22/1989	1989	B/HongKong/22/1989	B/HongKong/22/1989	1989	160	Nakajima1992
B/HongKong/22/1989	B/HongKong/22/1989	1989	B/HongKong/22/1989	B/HongKong/22/1989	1989	80	Nerome1998
B/Bangkok/163/1990	B/Bangkok/163/1990	1990	B/HongKong/22/1989	B/HongKong/22/1989	1989	40	Nerome1998
B/Mie/1/1993	B/Mie/1/1993	1993	B/HongKong/22/1989	B/HongKong/22/1989	1989	20	Nerome1998
B/Beijing/184/1993	B/Beijing/184/1993	1993	B/HongKong/22/1989	B/HongKong/22/1989	1989	10	Nerome1998
B/Tokushima/101/1993	B/Tokushima/101/1993	1993	B/HongKong/22/1989	B/HongKong/22/1989	1989	80	Nerome1998
B/Harbin/7/1994	B/Harbin/7/1994	1994	B/HongKong/22/1989	B/HongKong/22/1989	1989	10	Nerome1998
B/Kobe/1/1994	B/Kobe/1/1994	1994	B/HongKong/22/1989	B/HongKong/22/1989	1989	40	Nerome1998
B/Hebei/3/1994	B/Hebei/3/1994	1994	B/HongKong/22/1989	B/HongKong/22/1989	1989	20	Nerome1998
B/Hebei/19/1994	B/Hebei/19/1994	1994	B/HongKong/22/1989	B/HongKong/22/1989	1989	10	Nerome1998
B/Tokyo/942/1996	B/Tokyo/942/1996	1996	B/HongKong/22/1989	B/HongKong/22/1989	1989	20	Nerome1998
B/Yamagata/16/1988	B/Yamagata/16/1988	1988	B/Bangkok/163/1990	B/Bangkok/163/1990	1990	80	Nerome1998
B/HongKong/22/1989	B/HongKong/22/1989	1989	B/Bangkok/163/1990	B/Bangkok/163/1990	1990	80	Nerome1998
B/Bangkok/163/1990	B/Bangkok/163/1990	1990	B/Bangkok/163/1990	B/Bangkok/163/1990	1990	160	Nerome1998
B/Bangkok/163/1990	B/Bangkok/163/1990	1990	B/Bangkok/163/1990	B/Bangkok/163/1990	1990	2048	Nerome1998_2
B/Mie/1/1993	B/Mie/1/1993	1993	B/Bangkok/163/1990	B/Bangkok/163/1990	1990	40	Nerome1998
B/Beijing/184/1993	B/Beijing/184/1993	1993	B/Bangkok/163/1990	B/Bangkok/163/1990	1990	20	Nerome1998
B/Tokushima/101/1993	B/Tokushima/101/1993	1993	B/Bangkok/163/1990	B/Bangkok/163/1990	1990	320	Nerome1998
B/Mie/1/1993	B/Mie/1/1993	1993	B/Bangkok/163/1990	B/Bangkok/163/1990	1990	256	Nerome1998_2
B/Harbin/7/1994	B/Harbin/7/1994	1994	B/Bangkok/163/1990	B/Bangkok/163/1990	1990	20	Nerome1998
B/Kobe/1/1994	B/Kobe/1/1994	1994	B/Bangkok/163/1990	B/Bangkok/163/1990	1990	40	Nerome1998
B/Hebei/3/1994	B/Hebei/3/1994	1994	B/Bangkok/163/1990	B/Bangkok/163/1990	1990	20	Nerome1998
B/Hebei/19/1994	B/Hebei/19/1994	1994	B/Bangkok/163/1990	B/Bangkok/163/1990	1990	20	Nerome1998
B/Tokyo/942/1996	B/Tokyo/942/1996	1996	B/Bangkok/163/1990	B/Bangkok/163/1990	1990	40	Nerome1998
B/Yamagata/16/1988	B/Yamagata/16/1988	1988	B/Mie/1/1993	B/Mie/1/1993	1993	256	Muyanga2001
B/Yamagata/16/1988	B/Yamagata/16/1988	1988	B/Mie/1/1993	B/Mie/1/1993	1993	160	Nerome1998
B/Yamagata/16/1988	B/Yamagata/16/1988	1988	B/Beijing/184/1993	B/Beijing/184/1993	1993	160	Nerome1998
B/Yamagata/16/1988	B/Yamagata/16/1988	1988	B/Beijing/184/1993	B/Beijing/184/1993	1993	40	Hay2001
B/HongKong/22/1989	B/HongKong/22/1989	1989	B/Mie/1/1993	B/Mie/1/1993	1993	20	Nerome1998
B/HongKong/22/1989	B/HongKong/22/1989	1989	B/Beijing/184/1993	B/Beijing/184/1993	1993	10	Nerome1998
B/Bangkok/163/1990	B/Bangkok/163/1990	1990	B/Mie/1/1993	B/Mie/1/1993	1993	20	Nerome1998
B/Bangkok/163/1990	B/Bangkok/163/1990	1990	B/Beijing/184/1993	B/Beijing/184/1993	1993	10	Nerome1998
B/Bangkok/163/1990	B/Bangkok/163/1990	1990	B/Mie/1/1993	B/Mie/1/1993	1993	32	Nerome1998_2
B/Panama/45/1990	B/Panama/45/1990	1990	B/Beijing/184/1993	B/Beijing/184/1993	1993	160	Hay2001
B/Aichi/1/1991	B/Aichi/1/1991	1991	B/Mie/1/1993	B/Mie/1/1993	1993	256	Muyanga2001
B/Mie/1/1993	B/Mie/1/1993	1993	B/Mie/1/1993	B/Mie/1/1993	1993	1024	Muyanga2001
B/Mie/1/1993	B/Mie/1/1993	1993	B/Mie/1/1993	B/Mie/1/1993	1993	320	Nerome1998
B/Mie/1/1993	B/Mie/1/1993	1993	B/Beijing/184/1993	B/Beijing/184/1993	1993	160	Nerome1998
B/Beijing/184/1993	B/Beijing/184/1993	1993	B/Mie/1/1993	B/Mie/1/1993	1993	160	Nerome1998
B/Beijing/184/1993	B/Beijing/184/1993	1993	B/Beijing/184/1993	B/Beijing/184/1993	1993	80	Nerome1998
B/Tokushima/101/1993	B/Tokushima/101/1993	1993	B/Mie/1/1993	B/Mie/1/1993	1993	160	Nerome1998
B/Tokushima/101/1993	B/Tokushima/101/1993	1993	B/Beijing/184/1993	B/Beijing/184/1993	1993	20	Nerome1998
B/Mie/1/1993	B/Mie/1/1993	1993	B/Mie/1/1993	B/Mie/1/1993	1993	512	Nerome1998_2
B/Beijing/184/1993	B/Beijing/184/1993	1993	B/Beijing/184/1993	B/Beijing/184/1993	1993	320	Hay2001
B/Harbin/7/1994	B/Harbin/7/1994	1994	B/Mie/1/1993	B/Mie/1/1993	1993	80	Nerome1998
B/Harbin/7/1994	B/Harbin/7/1994	1994	B/Beijing/184/1993	B/Beijing/184/1993	1993	80	Nerome1998
B/Kobe/1/1994	B/Kobe/1/1994	1994	B/Mie/1/1993	B/Mie/1/1993	1993	320	Nerome1998
B/Kobe/1/1994	B/Kobe/1/1994	1994	B/Beijing/184/1993	B/Beijing/184/1993	1993	40	Nerome1998
B/Hebei/3/1994	B/Hebei/3/1994	1994	B/Mie/1/1993	B/Mie/1/1993	1993	640	Nerome1998
B/Hebei/3/1994	B/Hebei/3/1994	1994	B/Beijing/184/1993	B/Beijing/184/1993	1993	10	Nerome1998
B/Hebei/19/1994	B/Hebei/19/1994	1994	B/Mie/1/1993	B/Mie/1/1993	1993	320	Nerome1998
B/Hebei/19/1994	B/Hebei/19/1994	1994	B/Beijing/184/1993	B/Beijing/184/1993	1993	80	Nerome1998
B/Tokyo/942/1996	B/Tokyo/942/1996	1996	B/Mie/1/1993	B/Mie/1/1993	1993	40	Nerome1998
B/Tokyo/942/1996	B/Tokyo/942/1996	1996	B/Beijing/184/1993	B/Beijing/184/1993	1993	40	Nerome1998
B/Lusaka/270/1999	B/Lusaka/270/1999	1999	B/Mie/1/1993	B/Mie/1/1993	1993	128	Muyanga2001
B/Lusaka/432/1999	B/Lusaka/432/1999	1999	B/Mie/1/1993	B/Mie/1/1993	1993	256	Muyanga2001
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Beijing/184/1993	B/Beijing/184/1993	1993	40	Hay2001
B/Yamagata/16/1988	B/Yamagata/16/1988	1988	B/Harbin/07/1994	B/Harbin/7/1994	1994	1280	Nerome1998
B/HongKong/22/1989	B/HongKong/22/1989	1989	B/Harbin/07/1994	B/Harbin/7/1994	1994	640	Nerome1998
B/Bangkok/163/1990	B/Bangkok/163/1990	1990	B/Harbin/07/1994	B/Harbin/7/1994	1994	640	Nerome1998
B/Mie/1/1993	B/Mie/1/1993	1993	B/Harbin/07/1994	B/Harbin/7/1994	1994	640	Nerome1998
B/Beijing/184/1993	B/Beijing/184/1993	1993	B/Harbin/07/1994	B/Harbin/7/1994	1994	640	Nerome1998
B/Tokushima/101/1993	B/Tokushima/101/1993	1993	B/Harbin/07/1994	B/Harbin/7/1994	1994	80	Nerome1998
B/Harbin/7/1994	B/Harbin/7/1994	1994	B/Harbin/7/1994	B/Harbin/7/1994	1994	1280	Abed2003
B/Harbin/7/1994	B/Harbin/7/1994	1994	B/Harbin/07/1994	B/Harbin/7/1994	1994	1280	Nerome1998
B/Kobe/1/1994	B/Kobe/1/1994	1994	B/Harbin/07/1994	B/Harbin/7/1994	1994	320	Nerome1998
B/Hebei/3/1994	B/Hebei/3/1994	1994	B/Harbin/07/1994	B/Harbin/7/1994	1994	40	Nerome1998
B/Hebei/19/1994	B/Hebei/19/1994	1994	B/Harbin/07/1994	B/Harbin/7/1994	1994	320	Nerome1998
B/Tokyo/942/1996	B/Tokyo/942/1996	1996	B/Harbin/07/1994	B/Harbin/7/1994	1994	80	Nerome1998
B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	B/Harbin/7/1994	B/Harbin/7/1994	1994	640	Abed2003
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Harbin/7/1994	B/Harbin/7/1994	1994	160	Abed2003
B/Quebec/2/2001	B/Quebec/2/2001	2001	B/Harbin/7/1994	B/Harbin/7/1994	1994	320	Abed2003
B/Quebec/3/2001	B/Quebec/3/2001	2001	B/Harbin/7/1994	B/Harbin/7/1994	1994	320	Abed2003
B/Quebec/4/2001	B/Quebec/4/2001	2001	B/Harbin/7/1994	B/Harbin/7/1994	1994	320	Abed2003
B/Quebec/6/2001	B/Quebec/6/2001	2001	B/Harbin/7/1994	B/Harbin/7/1994	1994	80	Abed2003
B/Quebec/7/2001	B/Quebec/7/2001	2001	B/Harbin/7/1994	B/Harbin/7/1994	1994	160	Abed2003
B/Quebec/8/2001	B/Quebec/8/2001	2001	B/Harbin/7/1994	B/Harbin/7/1994	1994	160	Abed2003
B/Quebec/9/2001	B/Quebec/9/2001	2001	B/Harbin/7/1994	B/Harbin/7/1994	1994	160	Abed2003
B/Yamagata/16/1988	B/Yamagata/16/1988	1988	B/Aichi/7/1998	B/Aichi/7/1998	1998	128	Muyanga2001
B/Aichi/1/1991	B/Aichi/1/1991	1991	B/Aichi/7/1998	B/Aichi/7/1998	1998	128	Muyanga2001
B/Mie/1/1993	B/Mie/1/1993	1993	B/Aichi/7/1998	B/Aichi/7/1998	1998	128	Muyanga2001
B/Harbin/7/1994	B/Harbin/7/1994	1994	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	1280	Abed2003
B/Tokyo/942/1996	B/Tokyo/942/1996	1996	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	320	Nakagawa2002
B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	2560	Abed2003
B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	2560	Matsuzaki2004
B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	B/Shiga/T30/1998	B/Shiga/T30/1998	1998	2560	Matsuzaki2004
B/Shiga/T30/1998	B/Shiga/T30/1998	1998	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	2560	Matsuzaki2004
B/Shiga/T30/1998	B/Shiga/T30/1998	1998	B/Shiga/T30/1998	B/Shiga/T30/1998	1998	2560	Matsuzaki2004
B/Shiga/T30/1998	B/Shiga/T30/1998	1998	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	320	Nakagawa2002
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	1280	Abed2003
B/Lusaka/270/1999	B/Lusaka/270/1999	1999	B/Aichi/7/1998	B/Aichi/7/1998	1998	128	Muyanga2001
B/Lusaka/432/1999	B/Lusaka/432/1999	1999	B/Aichi/7/1998	B/Aichi/7/1998	1998	128	Muyanga2001
B/Kadoma/122/1999	B/Kadoma/122/1999	1999	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	320	Nakagawa2002
B/Kadoma/506/1999	B/Kadoma/506/1999	1999	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	320	Nakagawa2002
B/Kadoma/409/2000	B/Kadoma/409/2000	2000	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	160	Nakagawa2002
B/Osaka/1201/2000	B/Osaka/1201/2000	2000	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	160	Nakagawa2002
B/Quebec/2/2001	B/Quebec/2/2001	2001	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	1280	Abed2003
B/Quebec/3/2001	B/Quebec/3/2001	2001	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	1280	Abed2003
B/Quebec/4/2001	B/Quebec/4/2001	2001	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	640	Abed2003
B/Quebec/6/2001	B/Quebec/6/2001	2001	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	640	Abed2003
B/Quebec/7/2001	B/Quebec/7/2001	2001	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	1280	Abed2003
B/Quebec/8/2001	B/Quebec/8/2001	2001	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	640	Abed2003
B/Quebec/9/2001	B/Quebec/9/2001	2001	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	640	Abed2003
B/Yamagata/K515/2001	B/Yamagata/K515/2001	2001	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	640	Matsuzaki2004
B/Yamagata/K515/2001	B/Yamagata/K515/2001	2001	B/Shiga/T30/1998	B/Shiga/T30/1998	1998	640	Matsuzaki2004
B/Yamagata/K501/2001	B/Yamagata/K501/2001	2001	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	5120	Matsuzaki2004
B/Yamagata/K501/2001	B/Yamagata/K501/2001	2001	B/Shiga/T30/1998	B/Shiga/T30/1998	1998	2560	Matsuzaki2004
B/Yamagata/K490/2001	B/Yamagata/K490/2001	2001	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	640	Matsuzaki2004
B/Yamagata/K490/2001	B/Yamagata/K490/2001	2001	B/Shiga/T30/1998	B/Shiga/T30/1998	1998	640	Matsuzaki2004
B/Yamagata/K535/2001	B/Yamagata/K535/2001	2001	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	640	Matsuzaki2004
B/Yamagata/K535/2001	B/Yamagata/K535/2001	2001	B/Shiga/T30/1998	B/Shiga/T30/1998	1998	640	Matsuzaki2004
B/Yamagata/K298/2001	B/Yamagata/K298/2001	2001	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	2560	Matsuzaki2004
B/Yamagata/K298/2001	B/Yamagata/K298/2001	2001	B/Shiga/T30/1998	B/Shiga/T30/1998	1998	2560	Matsuzaki2004
B/Yamagata/K520/2001	B/Yamagata/K520/2001	2001	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	2560	Matsuzaki2004
B/Yamagata/K520/2001	B/Yamagata/K520/2001	2001	B/Shiga/T30/1998	B/Shiga/T30/1998	1998	2560	Matsuzaki2004
B/Yamagata/K508/2001	B/Yamagata/K508/2001	2001	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	640	Matsuzaki2004
B/Yamagata/K508/2001	B/Yamagata/K508/2001	2001	B/Shiga/T30/1998	B/Shiga/T30/1998	1998	640	Matsuzaki2004
B/Yamagata/K521/2001	B/Yamagata/K521/2001	2001	B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	640	Matsuzaki2004
B/Yamagata/K521/2001	B/Yamagata/K521/2001	2001	B/Shiga/T30/1998	B/Shiga/T30/1998	1998	640	Matsuzaki2004
B/Yamagata/16/1988	B/Yamagata/16/1988	1988	B/Lusaka/270/1999	B/Lusaka/270/1999	1999	256	Muyanga2001
B/Yamagata/16/1988	B/Yamagata/16/1988	1988	B/Lusaka/432/1999	B/Lusaka/432/1999	1999	128	Muyanga2001
B/Yamagata/16/1988	B/Yamagata/16/1988	1988	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	<40	Hay2001
B/Panama/45/1990	B/Panama/45/1990	1990	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	<40	Hay2001
B/Aichi/1/1991	B/Aichi/1/1991	1991	B/Lusaka/270/1999	B/Lusaka/270/1999	1999	512	Muyanga2001
B/Aichi/1/1991	B/Aichi/1/1991	1991	B/Lusaka/432/1999	B/Lusaka/432/1999	1999	256	Muyanga2001
B/Mie/1/1993	B/Mie/1/1993	1993	B/Lusaka/270/1999	B/Lusaka/270/1999	1999	512	Muyanga2001
B/Mie/1/1993	B/Mie/1/1993	1993	B/Lusaka/432/1999	B/Lusaka/432/1999	1999	256	Muyanga2001
B/Beijing/184/1993	B/Beijing/184/1993	1993	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	320	Hay2001
B/Harbin/7/1994	B/Harbin/7/1994	1994	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	1280	Abed2003
B/Yamanashi/166/1998	B/Yamanashi/166/1998	1998	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	2560	Abed2003
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sich/379/99	B/Sichuan/379/1999	1999	320	MRC2002
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sich/379/99	B/Sichuan/379/1999	1999	160	MRC2003
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sich/379/99	B/Sichuan/379/1999	1999	160	MRC2004
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sich/379/99	B/Sichuan/379/1999	1999	320	MRC2005Feb1
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sich/379/99	B/Sichuan/379/1999	1999	320	MRC2005Feb2
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sich/379/99	B/Sichuan/379/1999	1999	320	MRC2005Feb3
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sich/379/99	B/Sichuan/379/1999	1999	320	MRC2005Feb4
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sich/379/99	B/Sichuan/379/1999	1999	640	MRC2005Feb5
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sich/379/99	B/Sichuan/379/1999	1999	160	MRC2005Sep1
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sich/379/99	B/Sichuan/379/1999	1999	160	MRC2006MarYam
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sich/379/99	B/Sichuan/379/1999	1999	160	MRC2006SepYam
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sich/379/99	B/Sichuan/379/1999	1999	160	MRC2007MarYam
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sich/379/99	B/Sichuan/379/1999	1999	320	MRC2007SepYam
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sich/379/99_F19/01	B/Sichuan/379/1999	1999	160	MRC2008MarYam
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	2560	Abed2003
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sichuan/379/99	B/Sichuan/379/1999	1999	320	Ansaldi2003
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sich/379/99	B/Sichuan/379/1999	1999	320	Ansaldi2004
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	320	Lin2007
B/Lusaka/270/1999	B/Lusaka/270/1999	1999	B/Lusaka/270/1999	B/Lusaka/270/1999	1999	512	Muyanga2001
B/Lusaka/270/1999	B/Lusaka/270/1999	1999	B/Lusaka/432/1999	B/Lusaka/432/1999	1999	128	Muyanga2001
B/Lusaka/432/1999	B/Lusaka/432/1999	1999	B/Lusaka/270/1999	B/Lusaka/270/1999	1999	512	Muyanga2001
B/Lusaka/432/1999	B/Lusaka/432/1999	1999	B/Lusaka/432/1999	B/Lusaka/432/1999	1999	128	Muyanga2001
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	320	Puzelli2004
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	640	Shaw2002
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sic/379/99	B/Sichuan/379/1999	1999	640	Xu2004
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sic/379/99	B/Sichuan/379/1999	1999	640	Daum2006
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sic/379/99	B/Sichuan/379/1999	1999	640	Daum2006_2
B/Sichuan/379/1999	B/Sichuan/379/1999	1999	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	640	Hay2001
B/Guangdong/120/2000	B/Guangdong/120/2000	2000	B/Sich/379/99	B/Sichuan/379/1999	1999	320	MRC2002
B/Guangdong/120/2000	B/Guangdong/120/2000	2000	B/Sichuan/379/99	B/Sichuan/379/1999	1999	320	Ansaldi2003
B/Guangdong/120/2000	B/Guangdong/120/2000	2000	B/Sich/379/99	B/Sichuan/379/1999	1999	320	Ansaldi2004
B/Shizuoka/15/2001	B/Shizuoka/15/2001	2001	B/Sich/379/99	B/Sichuan/379/1999	1999	80	MRC2002
B/Quebec/2/2001	B/Quebec/2/2001	2001	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	1280	Abed2003
B/Quebec/3/2001	B/Quebec/3/2001	2001	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	1280	Abed2003
B/Quebec/4/2001	B/Quebec/4/2001	2001	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	1280	Abed2003
B/Quebec/6/2001	B/Quebec/6/2001	2001	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	640	Abed2003
B/Quebec/7/2001	B/Quebec/7/2001	2001	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	1280	Abed2003
B/Quebec/8/2001	B/Quebec/8/2001	2001	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	1280	Abed2003
B/Quebec/9/2001	B/Quebec/9/2001	2001	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	640	Abed2003
B/Shizuoka/15/2001	B/Shizuoka/15/2001	2001	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	320	Shaw2002
B/Johannesburg/69/2001	B/Johannesburg/69/2001	2001	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	320	Shaw2002
B/Taiwan/97271/2001	B/Taiwan/97271/2001	2001	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	160	Shaw2002
B/NewYork/47/2001	B/NewYork/47/2001	2001	B/Sichuan/379/1999	B/Sichuan/379/1999	1999	320	Shaw2002
B/Shizuoka/15/2001	B/Shizuoka/15/2001	2001	B/Sic/379/99	B/Sichuan/379/1999	1999	320	Xu2004
B/NewYork/47/2001	B/NewYork/47/2001	2001	B/Sic/379/99	B/Sichuan/379/1999	1999	320	Xu2004
B/Shanghai/361/2002	B/Shanghai/361/2002	2002	B/Sich/379/99	B/Sichuan/379/1999	1999	320	MRC2004
B/Shanghai/361/2002	B/Shanghai/361/2002	2002	B/Sich/379/99	B/Sichuan/379/1999	1999	320	MRC2005Feb1
B/Shanghai/361/2002	B/Shanghai/361/2002	2002	B/Sich/379/99	B/Sichuan/379/1999	1999	320	MRC2005Feb2
B/Shanghai/361/2002	B/Shanghai/361/2002	2002	B/Sich/379/99	B/Sichuan/379/1999	1999	320	MRC2005Feb3
B/Shanghai/361/2002	B/Shanghai/361/2002	2002	B/Sich/379/99	B/Sichuan/379/1999	1999	320	MRC2005Feb4
B/Shanghai/361/2002	B/Shanghai/361/2002	2002	B/Sich/379/99	B/Sichuan/379/1999	1999	640	MRC2005Feb5
B/Shanghai/361/2002	B/Shanghai/361/2002	2002	B/Sich/379/99	B/Sichuan/379/1999	1999	160	MRC2005Sep1
B/Shanghai/361/2002	B/Shanghai/361/2002	2002	B/Sich/379/99	B/Sichuan/379/1999	1999	160	MRC2006MarYam
B/Shanghai/361/2002	B/Shanghai/361/2002	2002	B/Sich/379/99	B/Sichuan/379/1999	1999	160	MRC2006SepYam
B/Shanghai/361/2002	B/Shanghai/361/2002	2002	B/Sich/379/99	B/Sichuan/379/1999	1999	320	MRC2007MarYam
B/Shanghai/361/2002	B/Shanghai/361/2002	2002	B/Sich/379/99	B/Sichuan/379/1999	1999	640	MRC2007SepYam
